実施年,地域規模,学校番号,性別,正答数_国,正答数_数,正誤_国_01,正誤_国_02,正誤_国_03,正誤_国_04,正誤_国_05,正誤_国_06,正誤_国_07,正誤_国_08,正誤_国_09,正誤_国_10,正誤_国_11,正誤_国_12,正誤_国_13,正誤_国_14,正誤_国_15,正誤_数_01,正誤_数_02,正誤_数_03,正誤_数_04,正誤_数_05,正誤_数_06,正誤_数_07,正誤_数_08,正誤_数_09,正誤_数_10,正誤_数_11,正誤_数_12,正誤_数_13,正誤_数_14,正誤_数_15,正誤_数_16,生徒質問回答_001,生徒質問回答_002,生徒質問回答_003,生徒質問回答_004,生徒質問回答_005,生徒質問回答_016,生徒質問回答_017,生徒質問回答_018,生徒質問回答_019,生徒質問回答_023,生徒質問回答_024,生徒質問回答_025,生徒質問回答_036,生徒質問回答_037,生徒質問回答_048,生徒質問回答_049,生徒質問回答_050,生徒質問回答_056,生徒質問回答_057,生徒質問回答_058
2024,3,202689,2,6,8,2,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,2,4,5,3,2,2,2,1,4,2,2,3,3,2,2,3,2,3
2024,3,200847,2,6,7,2,1,2,2,1,2,2,2,1,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,5,3,1,2,1,1,2,4,2,2,2,2,1,2,4,2,3
2024,3,201129,1,10,10,1,1,2,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,4,1,1,4,3,2,2,3,1,4,2,2,2,4,1,4,1,1,2
2024,4,209314,1,5,7,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,1,2,1,2,2,1,2,3,5,5,1,1,1,2,1,4,1,1,1,3,1,3,3,1,2
2024,1,202748,1,5,10,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,4,4,2,1,1,2,3,4,2,2,2,2,1,2,1,1,2
2024,3,204934,1,7,4,1,1,2,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,1,2,1,5,3,2,4,2,2,1,4,4,2,4,2,1,2,3,2,3
2024,2,204650,2,7,5,2,1,2,1,2,1,2,2,1,2,2,1,1,2,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,6,4,2,2,2,2,2,4,3,2,2,2,2,2,3,2,3
2024,3,209104,2,11,6,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,5,5,2,2,1,2,2,4,2,3,3,2,2,2,1,2,2
2024,1,202994,2,10,9,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,5,3,3,2,2,3,3,2,2,2,3,3,1,2,3,2,2
2024,3,203638,2,7,7,1,1,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,6,2,4,4,1,2,3,4,2,3,3,3,2,3,1,1,1
2024,4,206144,2,8,4,1,2,2,1,2,1,2,2,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,1,1,6,6,1,2,2,1,1,4,1,1,3,3,2,3,1,1,1
2024,1,208027,2,8,5,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,4,2,1,2,3,4,3,2,3,4,1,4,1,1,1
2024,1,203514,1,9,8,1,1,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,3,4,2,2,1,1,2,4,3,2,2,3,2,2,1,1,2
2024,3,203785,2,9,6,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,1,2,1,5,6,2,2,1,2,3,4,2,2,2,1,1,2,1,1,2
2024,4,206895,2,7,8,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,3,2,2,6,1,1,1,1,1,1,4,3,2,3,1,1,1,2,4,1
2024,3,200200,1,10,7,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,1,5,2,1,1,1,1,3,4,3,2,2,3,1,2,4,3,3
2024,3,207730,2,6,7,2,2,2,1,2,1,2,2,1,1,1,2,2,2,1,2,1,2,2,1,1,2,1,1,2,2,1,2,1,2,2,1,3,1,5,4,1,1,1,1,2,4,1,1,1,2,1,1,2,1,2
2024,3,208738,1,6,5,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,5,3,1,1,1,1,3,3,1,2,1,1,1,2,3,1,3
2024,3,202222,2,9,5,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,5,3,4,2,1,2,1,4,4,3,2,1,1,2,3,1,2
2024,3,202067,1,7,6,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,2,2,1,4,1,6,6,2,1,1,1,1,4,1,1,1,2,1,1,3,1,2
2024,2,200368,2,10,6,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,1,1,1,5,3,1,1,1,1,3,4,1,2,2,3,1,2,2,2,2
2024,1,207043,1,6,6,1,1,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,6,3,1,2,1,2,1,4,2,2,3,4,2,3,2,2,2
2024,4,204540,1,8,4,1,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,3,2,5,2,2,2,2,2,2,4,3,3,2,2,2,2,2,1,2
2024,3,206457,1,8,8,1,1,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,3,6,3,2,3,4,2,4,2,2,2,3,3,2,1,2,1
2024,3,205790,2,8,9,2,2,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,4,5,2,3,2,2,2,4,3,2,2,3,1,2,4,2,3
2024,1,203852,2,8,7,2,1,2,2,1,1,1,2,1,1,2,2,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,1,2,2,1,3,2,3,4,1,2,1,1,1,4,1,2,2,3,1,2,1,1,1
2024,1,201321,1,9,8,1,1,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,6,3,1,2,2,2,2,4,2,3,2,3,2,3,1,2,2
2024,1,200583,2,8,6,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,3,1,3,1,2,3,2,1,1,4,2,2,1,3,1,2,4,1,3
2024,2,208505,2,7,10,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,1,1,5,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1
2024,1,205735,2,7,6,2,2,1,2,2,1,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,6,4,2,1,2,1,2,4,3,3,3,2,2,2,3,2,2
2024,1,203328,2,11,10,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,3,3,2,6,4,3,4,4,3,1,4,4,3,3,3,1,2,4,2,3
2024,1,204851,2,10,7,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,1,2,1,2,2,2,2,1,2,3,1,1,1,1,1,4,2,2,3,1,1,1,2,1,1
2024,3,207167,2,8,6,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,6,5,1,2,2,2,3,4,2,2,2,2,1,1,1,1,1
2024,3,206861,2,9,11,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,1,2,3,2,2,2,2,4,4,2,2,4,1,2,2,4,2
2024,1,205038,1,10,7,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1,1,5,4,2,1,1,2,3,4,2,2,2,2,1,1,1,1,1
2024,3,203077,2,7,8,2,2,2,1,1,1,2,2,1,1,2,2,1,2,1,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,5,1,1,2,2,1,1,3,2,1,2,2,1,3,2,2,2
2024,1,204036,1,7,9,1,2,1,2,2,1,1,2,1,2,1,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,4,6,1,2,1,1,2,4,2,2,2,3,1,2,4,2,2
2024,1,209487,2,8,7,1,2,1,2,2,1,2,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,5,3,1,2,1,1,3,4,3,1,1,1,1,1,1,1,2
2024,3,207757,2,8,5,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,4,4,1,1,1,2,1,3,1,1,1,1,1,1,3,2,3
2024,3,209060,2,8,8,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1,5,4,2,1,2,1,2,4,1,2,1,3,1,1,2,1,2
2024,4,204002,1,8,8,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,1,1,2,2,1,2,1,2,1,1,1,1,6,6,2,3,2,1,2,4,2,2,2,2,1,2,2,2,2
2024,4,209333,2,9,7,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,3,1,1,5,4,1,2,1,1,3,4,2,2,2,2,1,2,3,2,1
2024,1,200985,2,9,6,1,1,2,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,1,2,1,5,3,1,2,1,2,2,3,2,2,2,2,1,1,3,2,2
2024,1,204027,1,5,10,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,4,4,1,1,1,1,2,4,1,1,1,2,1,1,1,1,1
2024,2,206959,2,11,6,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,1,2,2,1,2,2,5,3,2,2,2,2,3,3,2,2,3,3,2,2,1,2,1
2024,4,200725,1,7,9,2,1,1,2,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,2,2,1,4,3,3,5,3,3,3,2,1,4,3,2,2,2,1,2,2,1,2
2024,1,206755,2,8,6,2,2,2,1,1,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,5,1,1,2,1,3,4,2,2,2,2,1,2,1,2,1
2024,3,207042,2,5,7,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,2,1,1,2,1,2,1,2,2,1,2,2,6,3,1,4,1,2,1,4,1,2,3,3,1,2,1,1,1
2024,4,206434,2,7,7,1,1,2,2,2,1,2,2,1,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,3,2,6,3,2,3,2,1,3,4,2,2,3,1,2,1,4,3,2
2024,3,208860,1,8,5,1,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,3,1,5,6,2,2,2,3,1,4,2,2,2,2,2,2,3,1,2
2024,3,201202,1,9,6,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,3,1,1,2,2,1,3,4,3,1,2,3,2,3,1,1,1
2024,1,201568,2,8,8,1,1,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,2,2,3,2,2,3,2,2,2,1,2,1,4,2,2,2,2,1,2,3,1,3
2024,1,208371,2,8,8,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,3,2,4,6,2,2,3,2,3,4,4,2,3,3,2,2,3,3,2
2024,3,203568,2,8,10,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,4,2,2,3,1,1,1,3,3,2,2,1,1,2,3,1,2
2024,1,203900,1,7,5,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,4,1,3,1,3,1,4,4,1,1,1,1,2,1,1,1
2024,4,200208,2,9,8,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,2,1,2,2,4,3,2,3,1,3,2,2,2,3,4,2,3,2,2,2,3,3,3,4
2024,3,204778,2,6,6,1,1,2,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,1,3,2,6,4,2,3,2,3,2,4,3,3,3,2,1,2,2,1,2
2024,2,206366,2,8,6,1,1,1,2,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,1,2,2,1,1,1,6,3,1,2,1,1,3,2,3,2,1,2,2,2,2,2,2
2024,2,202992,1,9,8,1,1,2,2,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,1,1,1,5,4,4,4,4,3,1,4,3,3,3,3,1,2,2,2,2
2024,2,201787,2,8,5,1,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,5,6,2,2,3,2,3,4,2,2,3,2,2,2,3,1,2
2024,3,202523,1,7,5,2,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,6,5,2,2,1,2,3,4,2,2,2,3,2,2,3,2,2
2024,4,208493,2,5,8,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,3,1,2,3,2,2,1,2,2,4,2,2,2,2,1,1,2,1,2
2024,1,206446,2,9,8,1,1,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,4,1,1,6,1,1,1,1,1,3,4,1,3,3,4,4,2,1,4,2
2024,1,202333,2,9,8,1,2,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,4,5,1,2,1,1,3,3,2,1,1,3,1,1,2,1,1
2024,2,203217,2,6,8,2,2,2,2,1,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,2,2,5,2,3,3,2,2,1,4,3,3,3,3,2,2,4,2,4
2024,4,203019,1,9,5,1,2,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,1,5,3,2,1,1,1,1,4,2,2,2,2,1,1,4,2,2
2024,3,208320,1,9,7,2,1,2,1,2,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,1,2,2,1,2,1,4,5,1,1,2,1,1,3,1,2,2,2,1,2,1,1,1
2024,3,208916,2,12,8,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,6,1,1,2,1,2,1,4,2,2,2,3,1,2,2,2,1
2024,3,208809,2,10,8,1,1,2,2,1,1,1,2,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1,2,2,1,2,1,1,1,1,2,1,6,1,2,2,3,3,2,4,2,2,2,3,1,3,1,3,2
2024,1,205191,2,12,5,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,4,4,1,1,1,2,2,2,2,3,3,2,1,2,3,2,2
2024,3,206873,1,12,4,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,5,2,2,2,1,2,1,4,2,2,2,2,1,1,3,1,3
2024,3,207078,1,10,7,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,3,2,3,5,2,2,2,2,2,4,2,2,1,3,2,2,3,1,1
2024,3,204033,1,8,7,1,1,2,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,2,1,2,2,1,2,2,1,2,1,2,2,1,3,2,3,4,2,1,2,2,3,4,2,2,2,1,1,2,2,2,2
2024,2,202594,2,8,7,2,1,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,4,1,2,2,2,1,3,4,1,1,1,1,2,1,3,2,1
2024,4,207771,1,5,3,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,4,2,2,2,1,2,1,2,2,2,2,1,1,1,2,1,2
2024,4,207587,2,7,4,2,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,3,3,5,2,3,3,2,2,3,4,2,2,3,3,1,2,2,1,2
2024,3,202468,1,6,7,2,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,1,4,3,2,6,1,2,3,4,1,1,4,3,3,3,1,1,2,2,1,2
2024,3,200003,2,11,11,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,4,4,2,2,1,2,2,4,2,2,2,1,1,1,4,2,4
2024,1,206300,2,10,4,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,6,3,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1
2024,4,209239,1,9,6,2,1,1,2,2,1,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,3,2,4,3,1,3,1,1,2,4,1,2,1,3,1,2,1,1,1
2024,3,202030,2,9,4,1,1,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,6,1,1,2,2,1,1,4,3,3,4,4,1,4,1,2,1
2024,1,208306,2,8,13,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,5,3,2,2,2,2,3,4,2,2,1,2,1,1,2,1,1
2024,3,204294,2,8,7,1,1,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,1,5,5,1,2,3,1,3,4,1,3,2,3,1,2,4,2,3
2024,1,203842,2,9,8,2,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,2,3,2,2,6,1,2,3,2,2,2,4,3,3,1,3,2,3,3,2,2
2024,1,201332,1,7,8,2,1,2,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,1,1,1,1,2,1,2,2,1,2,1,2,2,4,1,1,5,1,1,3,1,2,2,4,2,2,3,3,1,3,2,2,2
2024,1,204231,1,6,7,2,2,2,1,2,1,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,1,1,1,3,3,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1
2024,3,206977,1,8,7,1,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,1,3,5,3,2,3,2,3,3,3,2,2,1,1,1,4,2,3
2024,1,208466,1,6,4,2,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,6,3,2,2,1,2,3,2,2,2,2,1,2,1,4,4,4
2024,3,200252,1,8,7,1,2,2,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,1,2,1,5,3,2,2,2,3,1,4,3,2,3,1,1,1,3,2,2
2024,2,205584,1,9,7,1,1,2,2,2,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1,1,2,4,1,2,2,1,1,4,2,2,1,2,1,1,3,1,2
2024,3,205366,2,7,8,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,4,3,1,1,1,2,2,4,2,2,2,2,1,1,2,3,2
2024,3,203135,1,7,8,2,1,1,2,2,1,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,5,2,2,3,1,2,2,4,2,2,3,1,1,2,2,1,2
2024,3,203064,1,8,9,1,1,2,1,2,2,1,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,1,2,2,1,1,3,2,1,2,1,1,2,4,1,2,2,2,1,2,2,3,2
2024,3,201304,1,5,7,2,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,3,2,6,2,2,2,1,2,2,4,2,2,2,1,1,1,4,3,2
2024,1,206882,2,9,5,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,1,5,1,1,3,1,1,3,4,2,1,1,3,2,3,3,3,3
2024,3,201494,2,8,5,1,2,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,1,3,2,3,2,2,3,2,3,1,4,2,2,2,1,2,2,3,2,2
2024,1,202319,2,8,5,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,1,1,1,5,4,4,1,3,1,1,4,1,3,2,2,1,2,4,1,3
2024,3,204251,2,11,9,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,4,5,1,1,2,3,3,3,1,2,1,2,1,2,2,2,1
2024,3,204601,2,10,6,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,2,3,1,1,1,1,2,4,2,1,1,1,1,1,1,1,1
2024,1,207662,2,9,8,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,5,3,1,2,1,2,2,4,2,2,2,2,1,1,4,1,3
2024,2,202569,2,10,5,1,2,1,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,1,6,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2
2024,3,208272,1,7,13,2,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,5,6,2,3,1,1,2,4,1,3,3,3,2,2,3,2,3
2024,3,208177,2,5,7,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,1,2,1,2,1,1,1,4,2,2,3,3,1,1,3,2,3
2024,3,202202,1,6,5,1,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,1,3,2,4,3,2,3,1,2,2,4,1,3,3,2,1,2,4,3,4
2024,1,206183,2,7,5,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,4,5,2,3,2,1,1,4,3,3,3,3,2,2,3,2,2
2024,3,204971,2,8,7,1,1,2,2,2,1,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,3,3,3,6,1,2,1,1,2,2,4,3,3,3,2,1,1,4,2,4
2024,4,201399,1,7,8,1,1,2,2,1,2,1,2,2,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,3,2,5,1,3,2,3,3,3,4,4,3,2,1,1,1,4,4,2
2024,3,205015,1,7,5,1,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,5,1,1,3,1,1,2,4,1,1,2,1,1,1,3,1,1
2024,4,200152,1,8,9,1,1,2,2,2,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,5,1,1,3,1,2,3,4,3,2,3,3,1,2,4,1,2
2024,3,205361,1,7,7,2,2,2,1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,4,4,4,6,1,2,1,1,2,3,4,3,3,3,4,1,3,2,1,2
2024,1,200484,1,9,4,2,1,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,3,3,3,6,5,4,2,2,2,1,4,3,3,2,4,1,2,4,2,2
2024,2,202857,2,8,7,1,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,5,4,1,2,1,1,1,4,1,2,3,2,2,2,3,1,2
2024,2,204360,2,7,7,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,3,2,5,2,1,1,1,1,1,4,1,1,1,2,1,2,2,1,1
2024,3,205337,1,9,5,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,1,2,2,6,1,2,3,3,2,2,4,3,4,4,3,2,3,4,4,2
2024,2,207081,2,6,9,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,5,3,2,3,2,1,2,4,1,3,3,3,2,2,4,3,3
2024,3,209536,1,6,5,1,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,4,6,1,1,1,2,2,3,1,1,1,1,1,1,3,2,2
